filepath,emotion,features
processed_ravdess\03-01-02-01-01-01-21.wav,2,"[-359.0262145996094, 85.17757415771484, 16.20292854309082, 22.56083106994629, 17.969633102416992, 4.359208106994629, 7.879242897033691, -0.3730533719062805, 0.18244872987270355, 6.173327445983887, 8.237530708312988, 4.024733066558838, 6.239701747894287, 156.64491271972656, 67.44436645507812, 22.05178451538086, 22.094894409179688, 18.578611373901367, 18.831649780273438, 14.970115661621094, 14.509719848632812, 11.126876831054688, 11.29145622253418, 11.354323387145996, 9.764043807983398, 8.357131958007812, 0.4924314320087433, 0.5935088992118835, 0.609996497631073, 0.6743716597557068, 0.7682206630706787, 0.7662374377250671, 0.7952457070350647, 0.7423730492591858, 0.6872043013572693, 0.6407433152198792, 0.6371833086013794, 0.5278437733650208, 0.32445845007896423, 0.3229424059391022, 0.3427441418170929, 0.3456455171108246, 0.30713367462158203, 0.28003957867622375, 0.31391391158103943, 0.3307090103626251, 0.3215046525001526, 0.31613269448280334, 0.2932702898979187, 0.27697303891181946, 732.163389162043, 919.2479407632839, 1308.575228987069, 2018.920564197729, 0.009181932471264368, 0.014763478142208807]"
processed_ravdess\03-01-02-02-02-01-03.wav,2,"[-316.27484130859375, 65.73483276367188, -0.6280858516693115, 10.119833946228027, 10.140729904174805, 2.7811241149902344, -12.105769157409668, -0.18847215175628662, -0.03806530684232712, -5.534414768218994, 14.634378433227539, -3.1560678482055664, 0.7245473265647888, 188.12940979003906, 57.36915588378906, 31.945911407470703, 23.20342254638672, 18.589279174804688, 13.960407257080078, 20.426626205444336, 11.631377220153809, 10.969812393188477, 19.333288192749023, 10.355902671813965, 15.058181762695312, 12.738487243652344, 0.42588451504707336, 0.4772981107234955, 0.6132276654243469, 0.6892274618148804, 0.5863481163978577, 0.5421847701072693, 0.5805429816246033, 0.5673953294754028, 0.5436819195747375, 0.5815487504005432, 0.5880972743034363, 0.4723047912120819, 0.31413590908050537, 0.33580249547958374, 0.3151283264160156, 0.34131792187690735, 0.36422571539878845, 0.40738850831985474, 0.40484899282455444, 0.3955390155315399, 0.3825545012950897, 0.3275970220565796, 0.29792606830596924, 0.3111066520214081, 1716.1570467472704, 1538.7678256292302, 3090.676283170391, 2651.6354195371673, 0.07495799144553073, 0.12258906184211987]"
processed_ravdess\03-01-02-01-02-01-07.wav,2,"[-313.2885437011719, 86.91926574707031, 16.875144958496094, 21.016498565673828, 20.046358108520508, 10.931437492370605, 1.9414204359054565, -1.944930911064148, 6.547327518463135, 4.6329731941223145, 3.271474599838257, 5.426292896270752, 9.281571388244629, 169.1998291015625, 61.00105285644531, 25.024721145629883, 20.709461212158203, 16.72014617919922, 19.842182159423828, 14.615662574768066, 16.058212280273438, 10.265259742736816, 10.53801155090332, 9.838948249816895, 8.018814086914062, 8.041886329650879, 0.5972902178764343, 0.6174240708351135, 0.6118874549865723, 0.6466485857963562, 0.6781774163246155, 0.7068646550178528, 0.6859782338142395, 0.6963194608688354, 0.6160030961036682, 0.6078504920005798, 0.6537081599235535, 0.5917950868606567, 0.3269519507884979, 0.3368188142776489, 0.37993675470352173, 0.39391234517097473, 0.37786659598350525, 0.3728681802749634, 0.34971678256988525, 0.34178075194358826, 0.3630574345588684, 0.3131619095802307, 0.28589969873428345, 0.2940079867839813, 1107.1050176290412, 1222.5350530055634, 1646.6483210885763, 2307.379945957045, 0.03160246792218543, 0.06179201825576281]"
processed_ravdess\03-01-02-02-01-01-01.wav,2,"[-335.0209045410156, 79.31932067871094, 10.916550636291504, 20.5826358795166, 15.821588516235352, 8.37048053741455, 2.7526257038116455, 3.562976360321045, 0.09424147754907608, 1.9334615468978882, 8.403409957885742, 6.35859489440918, 6.200689792633057, 187.472412109375, 69.9686050415039, 20.338274002075195, 20.361600875854492, 18.530391693115234, 11.914081573486328, 13.379071235656738, 9.932215690612793, 11.095152854919434, 10.851912498474121, 10.046741485595703, 7.884881019592285, 7.310915470123291, 0.5520135164260864, 0.6265408396720886, 0.6635106801986694, 0.6781800985336304, 0.7203541398048401, 0.7558014392852783, 0.7642450928688049, 0.7993668913841248, 0.7206211686134338, 0.617950439453125, 0.5937319993972778, 0.5670484304428101, 0.30570369958877563, 0.333393931388855, 0.32345741987228394, 0.35816240310668945, 0.35071703791618347, 0.3316201865673065, 0.31511390209198, 0.2677234411239624, 0.28436243534088135, 0.3069078028202057, 0.2826089560985565, 0.25250810384750366, 722.9765541029495, 889.1897428607624, 1349.593505859375, 1897.4337680817112, 0.0116607666015625, 0.01685457935616833]"
processed_ravdess\03-01-02-02-02-02-08.wav,2,"[-303.52569580078125, 68.93190002441406, 16.61091423034668, 23.916099548339844, 9.280057907104492, 8.505748748779297, 6.254265785217285, -3.958380699157715, 3.682183265686035, 0.3719399571418762, 1.8293743133544922, -5.5998382568359375, 1.390616536140442, 163.68186950683594, 50.48193359375, 29.56888771057129, 23.13448715209961, 20.365516662597656, 17.404590606689453, 16.230243682861328, 16.793821334838867, 11.07868766784668, 12.800992012023926, 10.797450065612793, 16.759462356567383, 8.07723331451416, 0.42880937457084656, 0.5095196962356567, 0.5189290642738342, 0.5230855941772461, 0.558723509311676, 0.6071065068244934, 0.7117360234260559, 0.8108786344528198, 0.6779786944389343, 0.5998432040214539, 0.5305249094963074, 0.4370265603065491, 0.3469366431236267, 0.36661991477012634, 0.3970821499824524, 0.426708847284317, 0.4248110055923462, 0.41496601700782776, 0.3639395236968994, 0.29559504985809326, 0.3150322139263153, 0.3329313099384308, 0.3331352174282074, 0.30980247259140015, 1455.3077284713302, 1303.3262358398433, 2247.7906762099847, 2520.749110145248, 0.044516958841463415, 0.09566095633272967]"
processed_ravdess\03-01-05-01-01-02-22.wav,5,"[-373.33270263671875, 54.78974914550781, 5.3083906173706055, 9.972336769104004, 5.838015079498291, -1.1283366680145264, -1.856938362121582, 0.6395578384399414, -5.042872428894043, 4.44497537612915, 3.488250494003296, -1.733860731124878, 5.432394027709961, 166.68878173828125, 57.1602897644043, 22.374799728393555, 27.675607681274414, 20.082496643066406, 20.665754318237305, 15.575581550598145, 13.848443984985352, 17.868389129638672, 10.411709785461426, 10.018221855163574, 12.532646179199219, 10.699456214904785, 0.5868175029754639, 0.6451690196990967, 0.5920377969741821, 0.6246758699417114, 0.6826412677764893, 0.688757598400116, 0.6988006234169006, 0.635758638381958, 0.5787827968597412, 0.613915741443634, 0.5510890483856201, 0.4909583628177643, 0.3364943563938141, 0.3374115824699402, 0.3973563313484192, 0.4236655533313751, 0.4036845862865448, 0.39015769958496094, 0.39159560203552246, 0.3930034637451172, 0.38154882192611694, 0.35427913069725037, 0.313856303691864, 0.3130217492580414, 1022.7818959385628, 1191.216202622829, 1816.011379076087, 2301.721231542051, 0.023046268439440992, 0.03469484006944771]"
processed_ravdess\03-01-05-02-01-02-08.wav,5,"[-374.9187927246094, 31.624011993408203, -16.67502212524414, 8.063335418701172, -9.118905067443848, -7.290510177612305, 7.736775875091553, -3.957033395767212, -2.6193015575408936, -0.9892966747283936, -1.5625110864639282, -1.1079692840576172, -2.893383264541626, 157.2082061767578, 40.72319793701172, 38.05565643310547, 24.520145416259766, 23.991445541381836, 20.27330780029297, 12.943121910095215, 14.70501708984375, 12.937216758728027, 11.063738822937012, 12.59592056274414, 10.37611198425293, 11.98766040802002, 0.5374839901924133, 0.5773591995239258, 0.6308175325393677, 0.6761897206306458, 0.6955083012580872, 0.6422652006149292, 0.6616066694259644, 0.6770290732383728, 0.6527613401412964, 0.5618945360183716, 0.5214369893074036, 0.4967975318431854, 0.3201541304588318, 0.34554776549339294, 0.34119462966918945, 0.3371458351612091, 0.3518022298812866, 0.3657029867172241, 0.39295685291290283, 0.3826368451118469, 0.3620906174182892, 0.33982470631599426, 0.32757073640823364, 0.28752395510673523, 1430.260808152585, 1260.4742592411149, 2430.5437895417945, 2430.1886085587685, 0.055631111004601226, 0.07325001813077957]"
processed_ravdess\03-01-05-02-02-01-17.wav,5,"[-406.225830078125, 55.289642333984375, -3.248713254928589, 14.439863204956055, 12.026191711425781, 2.1484487056732178, 8.241724014282227, 5.279366493225098, -6.085162162780762, 7.793285846710205, 2.0913307666778564, 1.660916805267334, 9.669722557067871, 212.20144653320312, 56.95398712158203, 33.18146514892578, 18.154447555541992, 18.443675994873047, 25.853239059448242, 12.039884567260742, 12.915082931518555, 19.495534896850586, 6.916625499725342, 11.872123718261719, 11.563282012939453, 8.281696319580078, 0.6420084238052368, 0.6726521253585815, 0.740348756313324, 0.754482626914978, 0.7413886785507202, 0.7679370045661926, 0.7331777811050415, 0.7739206552505493, 0.7263301610946655, 0.661964476108551, 0.5959500074386597, 0.5801141858100891, 0.28356701135635376, 0.32424917817115784, 0.3145690858364105, 0.33020469546318054, 0.3529738783836365, 0.3512072265148163, 0.3609493374824524, 0.31799620389938354, 0.30606597661972046, 0.3080775737762451, 0.2988663911819458, 0.2394716739654541, 865.5422940538072, 1221.3388185625572, 1642.5582205414012, 2293.3356615359057, 0.01409173467356688, 0.024803109063846245]"
processed_ravdess\03-01-05-02-02-02-18.wav,5,"[-336.8922424316406, 7.279705047607422, -24.97503089904785, -4.017021656036377, -10.693475723266602, 2.510890245437622, 1.1951110363006592, 1.0898683071136475, -2.0412089824676514, 2.4313056468963623, -1.1124868392944336, 0.9308679103851318, 9.681078910827637, 142.0185089111328, 37.45167922973633, 45.30131149291992, 21.488649368286133, 24.480329513549805, 16.61228370666504, 17.215307235717773, 12.937777519226074, 19.067676544189453, 9.062847137451172, 12.706840515136719, 10.98897933959961, 12.368362426757812, 0.6141650676727295, 0.6229363083839417, 0.611204981803894, 0.6284223794937134, 0.6218094825744629, 0.6143693923950195, 0.6619113683700562, 0.6924078464508057, 0.6530782580375671, 0.5817186236381531, 0.5747373700141907, 0.628095269203186, 0.2910962700843811, 0.33866602182388306, 0.37928614020347595, 0.40693143010139465, 0.4374176561832428, 0.4357793927192688, 0.3994775116443634, 0.3801623582839966, 0.3761439621448517, 0.3649537265300751, 0.3345223069190979, 0.29746896028518677, 1351.2031489728888, 1437.1181879082415, 2661.2921042520493, 2862.7485054739413, 0.04231504012978142, 0.05838830497171066]"
processed_ravdess\03-01-05-02-02-02-20.wav,5,"[-357.3179016113281, 29.812063217163086, -3.492417335510254, 12.942451477050781, -4.615861892700195, 0.6091886162757874, -2.663471221923828, -8.376173973083496, -1.608268141746521, -2.598632574081421, 0.716509997844696, 0.32289013266563416, -1.9589076042175293, 172.33641052246094, 51.94877243041992, 32.036705017089844, 18.997562408447266, 23.907081604003906, 18.352384567260742, 14.253348350524902, 17.1433048248291, 10.805076599121094, 14.280282974243164, 11.623557090759277, 10.690897941589355, 12.075963020324707, 0.6089162230491638, 0.6116712689399719, 0.659519374370575, 0.6875519752502441, 0.7362873554229736, 0.768527090549469, 0.7510349750518799, 0.711963951587677, 0.6565651893615723, 0.6018412709236145, 0.5298072695732117, 0.5468295812606812, 0.31609582901000977, 0.34861433506011963, 0.38329365849494934, 0.3799906373023987, 0.36760979890823364, 0.33899733424186707, 0.3343518078327179, 0.3313782513141632, 0.34046173095703125, 0.3197493851184845, 0.29055869579315186, 0.2917599678039551, 1438.9142991226993, 1682.6511844150127, 2619.661937040441, 2963.263795718654, 0.05075252757352941, 0.10106587356613668]"
processed_ravdess\03-01-05-02-01-02-18.wav,5,"[-365.3625793457031, 1.0007221698760986, -26.57124137878418, -1.4472941160202026, -11.304100036621094, 1.3180603981018066, -1.3740050792694092, 0.6235237121582031, -4.245671272277832, -1.265627145767212, -0.5430247187614441, 4.291097164154053, 14.849273681640625, 150.5326385498047, 31.661439895629883, 43.48646926879883, 21.496946334838867, 23.10282325744629, 16.031822204589844, 15.336073875427246, 12.814085960388184, 17.713157653808594, 11.456582069396973, 13.123096466064453, 11.674797058105469, 18.11165428161621, 0.6942545175552368, 0.6590191125869751, 0.627368688583374, 0.5880401134490967, 0.6125706434249878, 0.611298143863678, 0.6180903911590576, 0.6426580548286438, 0.586498498916626, 0.5423370599746704, 0.5327184200286865, 0.6129013895988464, 0.28270861506462097, 0.3447890877723694, 0.398416668176651, 0.43653759360313416, 0.44917017221450806, 0.4457019567489624, 0.42670702934265137, 0.40054449439048767, 0.39378851652145386, 0.3714542090892792, 0.33823320269584656, 0.2959742844104767, 1483.099621614066, 1502.0376324526262, 2676.6564117618864, 2843.904980219108, 0.06742774635736197, 0.07932832559559504]"
processed_ravdess\03-01-05-01-02-01-15.wav,5,"[-383.1560974121094, 66.68549346923828, -2.1490378379821777, 15.353607177734375, 16.796035766601562, -1.6088987588882446, 7.8516740798950195, 4.856295108795166, -0.010837662033736706, 3.9156036376953125, 1.8642876148223877, 5.283951759338379, 4.6373677253723145, 211.3137664794922, 68.55535888671875, 30.508649826049805, 23.65866470336914, 13.692893981933594, 25.54253578186035, 10.930773735046387, 14.150360107421875, 15.131437301635742, 10.888136863708496, 14.431072235107422, 7.704568386077881, 9.79068374633789, 0.5951360464096069, 0.6330642700195312, 0.6939457058906555, 0.7384178638458252, 0.7490521669387817, 0.7216784358024597, 0.6747300624847412, 0.6730822324752808, 0.6455448865890503, 0.5964710116386414, 0.6129190325737, 0.5828313827514648, 0.3020313084125519, 0.30053210258483887, 0.31431418657302856, 0.33327236771583557, 0.3386572301387787, 0.3546885550022125, 0.3823693096637726, 0.380279541015625, 0.3673855662345886, 0.336110919713974, 0.28893131017684937, 0.24918319284915924, 1013.9532357230244, 1340.7515648646313, 1700.2482604980469, 2339.332531958055, 0.03194580078125, 0.056117716851938136]"
processed_ravdess\03-01-05-01-01-01-22.wav,5,"[-354.98468017578125, 47.24352264404297, 1.676218032836914, 7.825650215148926, 3.017913341522217, -3.1265101432800293, -4.707190990447998, -4.217462539672852, -6.464870452880859, 1.971120834350586, 1.9756815433502197, -5.552609443664551, 4.0685834884643555, 151.89749145507812, 54.3268928527832, 23.000934600830078, 25.525928497314453, 18.30776596069336, 19.216293334960938, 13.04968547821045, 14.522659301757812, 15.366353988647461, 12.483439445495605, 7.843344688415527, 10.980263710021973, 9.132728576660156, 0.4992139935493469, 0.4827192425727844, 0.4685148596763611, 0.5923713445663452, 0.5888394117355347, 0.5965275168418884, 0.5861121416091919, 0.5739089846611023, 0.609572172164917, 0.5707138180732727, 0.5189312100410461, 0.45523256063461304, 0.3243308961391449, 0.3352297842502594, 0.371275395154953, 0.399107426404953, 0.37569722533226013, 0.39524462819099426, 0.38724327087402344, 0.3765256702899933, 0.37591034173965454, 0.3686429262161255, 0.3301165997982025, 0.29443594813346863, 1718.754766571826, 1394.1706465259977, 3166.7266845703125, 2840.8540103886644, 0.0493621826171875, 0.08028693161150677]"
processed_ravdess\03-01-05-01-01-02-22.wav,5,"[-373.33270263671875, 54.78974914550781, 5.3083906173706055, 9.972336769104004, 5.838015079498291, -1.1283366680145264, -1.856938362121582, 0.6395578384399414, -5.042872428894043, 4.44497537612915, 3.488250494003296, -1.733860731124878, 5.432394027709961, 166.68878173828125, 57.1602897644043, 22.374799728393555, 27.675607681274414, 20.082496643066406, 20.665754318237305, 15.575581550598145, 13.848443984985352, 17.868389129638672, 10.411709785461426, 10.018221855163574, 12.532646179199219, 10.699456214904785, 0.5868175029754639, 0.6451690196990967, 0.5920377969741821, 0.6246758699417114, 0.6826412677764893, 0.688757598400116, 0.6988006234169006, 0.635758638381958, 0.5787827968597412, 0.613915741443634, 0.5510890483856201, 0.4909583628177643, 0.3364943563938141, 0.3374115824699402, 0.3973563313484192, 0.4236655533313751, 0.4036845862865448, 0.39015769958496094, 0.39159560203552246, 0.3930034637451172, 0.38154882192611694, 0.35427913069725037, 0.313856303691864, 0.3130217492580414, 1022.7818959385628, 1191.216202622829, 1816.011379076087, 2301.721231542051, 0.023046268439440992, 0.03469484006944771]"
processed_ravdess\03-01-05-01-02-01-23.wav,5,"[-382.8922424316406, 49.954193115234375, -0.44978776574134827, 9.615073204040527, 9.2551908493042, 1.2765710353851318, 2.9668595790863037, 2.1188364028930664, -2.536381721496582, 1.6117585897445679, 3.558522939682007, 1.030346155166626, 3.0517823696136475, 208.50758361816406, 63.73931884765625, 26.785320281982422, 19.883798599243164, 15.107263565063477, 20.402481079101562, 12.472034454345703, 13.05441951751709, 16.3892765045166, 11.050972938537598, 11.643485069274902, 11.25037956237793, 9.498488426208496, 0.6479985117912292, 0.6766219139099121, 0.6900412440299988, 0.7423114776611328, 0.8001052737236023, 0.773415744304657, 0.7057697772979736, 0.688382089138031, 0.6673592329025269, 0.6641110777854919, 0.6730561852455139, 0.6632457971572876, 0.2647049129009247, 0.3068816661834717, 0.34310662746429443, 0.35306882858276367, 0.328464150428772, 0.35200339555740356, 0.39273983240127563, 0.3880849778652191, 0.3616427183151245, 0.30993229150772095, 0.25507667660713196, 0.24210108816623688, 854.1672669716115, 1304.5229149625895, 1550.4669838763298, 2435.5158179403497, 0.020469719636524823, 0.033163688244477484]"
processed_ravdess\03-01-05-01-02-02-24.wav,5,"[-338.1434020996094, 42.96731185913086, -11.498626708984375, 3.949216842651367, -3.7016565799713135, -9.694533348083496, -3.2417914867401123, -7.338274955749512, -4.849936008453369, 5.837522506713867, -0.7775292992591858, 7.020546913146973, 0.6960452795028687, 161.0161590576172, 56.4537467956543, 37.741737365722656, 23.327890396118164, 16.641441345214844, 23.993824005126953, 15.5997314453125, 19.934492111206055, 14.818653106689453, 13.610797882080078, 11.613025665283203, 9.305529594421387, 9.628670692443848, 0.5446645021438599, 0.551407516002655, 0.5638972520828247, 0.5588868260383606, 0.5731794834136963, 0.6438490152359009, 0.6455038785934448, 0.641856849193573, 0.6508954167366028, 0.5861373543739319, 0.5585353374481201, 0.5424257516860962, 0.3267180621623993, 0.35640355944633484, 0.3852855861186981, 0.42297929525375366, 0.4308778643608093, 0.42013370990753174, 0.41713714599609375, 0.4112393856048584, 0.39056625962257385, 0.3817545175552368, 0.33929887413978577, 0.311672568321228, 1337.3015873945037, 1595.2697053503346, 2222.8299654447114, 2615.3663705760464, 0.051293677026098904, 0.08742789882723093]"
processed_ravdess\03-01-05-01-02-01-15.wav,5,"[-383.1560974121094, 66.68549346923828, -2.1490378379821777, 15.353607177734375, 16.796035766601562, -1.6088987588882446, 7.8516740798950195, 4.856295108795166, -0.010837662033736706, 3.9156036376953125, 1.8642876148223877, 5.283951759338379, 4.6373677253723145, 211.3137664794922, 68.55535888671875, 30.508649826049805, 23.65866470336914, 13.692893981933594, 25.54253578186035, 10.930773735046387, 14.150360107421875, 15.131437301635742, 10.888136863708496, 14.431072235107422, 7.704568386077881, 9.79068374633789, 0.5951360464096069, 0.6330642700195312, 0.6939457058906555, 0.7384178638458252, 0.7490521669387817, 0.7216784358024597, 0.6747300624847412, 0.6730822324752808, 0.6455448865890503, 0.5964710116386414, 0.6129190325737, 0.5828313827514648, 0.3020313084125519, 0.30053210258483887, 0.31431418657302856, 0.33327236771583557, 0.3386572301387787, 0.3546885550022125, 0.3823693096637726, 0.380279541015625, 0.3673855662345886, 0.336110919713974, 0.28893131017684937, 0.24918319284915924, 1013.9532357230244, 1340.7515648646313, 1700.2482604980469, 2339.332531958055, 0.03194580078125, 0.056117716851938136]"
processed_ravdess\03-01-05-01-01-01-06.wav,5,"[-348.27069091796875, 48.69924545288086, -12.314106941223145, 14.151750564575195, 2.2561988830566406, -5.285422325134277, -3.230877161026001, -4.177260875701904, 0.16378390789031982, 5.453376293182373, -1.5735989809036255, 1.8586235046386719, 2.442967176437378, 160.2449951171875, 59.402671813964844, 34.90186309814453, 30.206714630126953, 16.293333053588867, 20.537099838256836, 13.682334899902344, 16.502248764038086, 12.230558395385742, 11.277399063110352, 10.820032119750977, 7.337256908416748, 10.854570388793945, 0.5695570707321167, 0.5362674593925476, 0.5156720280647278, 0.5797916054725647, 0.6519102454185486, 0.6727616786956787, 0.6586101651191711, 0.6035779714584351, 0.5874188542366028, 0.6280490756034851, 0.6092584729194641, 0.6004666090011597, 0.32406923174858093, 0.36372309923171997, 0.39750951528549194, 0.40360552072525024, 0.3908955156803131, 0.39538100361824036, 0.4119720458984375, 0.41522344946861267, 0.40385863184928894, 0.3589804470539093, 0.30912402272224426, 0.29747915267944336, 1276.2919258420459, 1339.6627221839947, 2246.0584020322085, 2503.5646650988956, 0.03337087806748466, 0.05015693271609239]"
processed_ravdess\03-01-05-01-01-02-04.wav,5,"[-363.5848083496094, 38.488739013671875, -4.644028186798096, 9.908897399902344, -4.286126136779785, -0.15134155750274658, 3.036665678024292, -6.586906909942627, 0.40869033336639404, 3.379556179046631, 3.49868106842041, 0.9535129070281982, 2.5199904441833496, 171.16464233398438, 50.77188491821289, 28.76932716369629, 18.69096565246582, 20.118484497070312, 16.68107795715332, 13.631208419799805, 19.150779724121094, 13.429251670837402, 10.984314918518066, 9.92092514038086, 9.714288711547852, 9.232368469238281, 0.6062806248664856, 0.6219643950462341, 0.6203141212463379, 0.6534672975540161, 0.7049373388290405, 0.7174417972564697, 0.6980534791946411, 0.6930370926856995, 0.6753508448600769, 0.6378430724143982, 0.5928710699081421, 0.5615107417106628, 0.3052336871623993, 0.3506470322608948, 0.3832722008228302, 0.39678072929382324, 0.39090296626091003, 0.39422374963760376, 0.4050057530403137, 0.387848436832428, 0.371990829706192, 0.35428574681282043, 0.32584089040756226, 0.2687900960445404, 951.3932546923743, 1244.1390013566568, 1782.2176419771636, 2438.2750363878886, 0.018222906650641024, 0.030379217961876467]"
processed_ravdess\03-01-05-02-02-01-11.wav,5,"[-331.9783630371094, 42.4526481628418, 1.9486768245697021, 10.026430130004883, -4.804452896118164, -5.613848686218262, 2.434805393218994, 2.08567214012146, -4.179937362670898, -5.174295425415039, 2.9580612182617188, -0.9981770515441895, 0.04640902206301689, 191.30955505371094, 50.87570571899414, 24.964555740356445, 21.30458641052246, 26.419200897216797, 21.1468448638916, 12.918272972106934, 12.027854919433594, 12.256186485290527, 12.887524604797363, 9.168601989746094, 8.216276168823242, 9.843737602233887, 0.5399054884910583, 0.5916026830673218, 0.6425676941871643, 0.7062494158744812, 0.647260308265686, 0.6200444102287292, 0.5724366903305054, 0.5589362382888794, 0.5999066829681396, 0.5796383023262024, 0.5758747458457947, 0.5277138948440552, 0.3310054838657379, 0.34913140535354614, 0.3551079332828522, 0.3605400025844574, 0.38289356231689453, 0.3964955508708954, 0.40850159525871277, 0.3991187810897827, 0.37544161081314087, 0.33397623896598816, 0.3127039074897766, 0.29614007472991943, 1598.4055856528933, 1612.3025508897877, 2870.945973115809, 2892.1102210435442, 0.06836799172794118, 0.12409232362344388]"
processed_ravdess\03-01-05-01-02-02-18.wav,5,"[-355.1169738769531, 53.767417907714844, -7.351313591003418, 3.8072409629821777, -1.761878490447998, -3.3319075107574463, 3.357337474822998, -6.053252220153809, -7.714013576507568, 1.6203868389129639, 2.333203077316284, -0.09105772525072098, 0.48895061016082764, 184.64646911621094, 63.81865310668945, 34.0212287902832, 21.825050354003906, 17.50588607788086, 20.479154586791992, 13.434833526611328, 15.738309860229492, 18.033918380737305, 10.876895904541016, 7.491044521331787, 9.548325538635254, 11.009258270263672, 0.5442976951599121, 0.5962902903556824, 0.6353992819786072, 0.6886576414108276, 0.7101655006408691, 0.7309319376945496, 0.6364258527755737, 0.596310555934906, 0.6141341924667358, 0.5971804857254028, 0.5558956861495972, 0.514352023601532, 0.3423839509487152, 0.37412723898887634, 0.3874302804470062, 0.39745986461639404, 0.37186840176582336, 0.38765043020248413, 0.4116165339946747, 0.41532883048057556, 0.3810870051383972, 0.351772665977478, 0.32560402154922485, 0.30386820435523987, 1174.590812256777, 1712.0836670034046, 1921.4612049661623, 2741.1480632080256, 0.046377388535031844, 0.0898502145134422]"
processed_ravdess\03-01-05-02-01-01-18.wav,5,"[-381.9880676269531, 11.030107498168945, -24.507030487060547, 1.9302093982696533, -8.830583572387695, -3.3109428882598877, -0.06460551917552948, 1.5038658380508423, -5.317923069000244, 0.7098957300186157, 0.334825336933136, -1.0397388935089111, 7.816196441650391, 156.6609649658203, 30.397253036499023, 40.263694763183594, 20.545673370361328, 22.21709442138672, 21.12969970703125, 12.62831974029541, 14.815897941589355, 19.012962341308594, 11.508407592773438, 11.079460144042969, 13.919323921203613, 13.488738059997559, 0.5711954832077026, 0.5403306484222412, 0.564491868019104, 0.6310505867004395, 0.6853927969932556, 0.6822088956832886, 0.6442049741744995, 0.6147443056106567, 0.5853770971298218, 0.5839637517929077, 0.6654955148696899, 0.6207547783851624, 0.3194178640842438, 0.38289034366607666, 0.41125139594078064, 0.4238538146018982, 0.4136389195919037, 0.41603177785873413, 0.4189726710319519, 0.42162129282951355, 0.4104003310203552, 0.37585100531578064, 0.28478601574897766, 0.24919652938842773, 1298.9751708805338, 1383.0703747958653, 2347.455596923828, 2624.021319934247, 0.0494964599609375, 0.062338253100981435]"
processed_ravdess\03-01-05-02-02-02-03.wav,5,"[-314.5741882324219, 44.295562744140625, -10.650532722473145, 9.835615158081055, -9.570780754089355, -1.1077156066894531, -2.8636884689331055, -11.115859031677246, -7.656342029571533, -3.661736249923706, -1.8913646936416626, -1.1722147464752197, -5.161806106567383, 194.92559814453125, 43.5008544921875, 33.96364974975586, 19.825159072875977, 34.60637664794922, 20.076993942260742, 18.073015213012695, 14.655601501464844, 10.359615325927734, 13.694193840026855, 10.321866035461426, 8.447591781616211, 11.608492851257324, 0.4449808597564697, 0.4669869542121887, 0.5415544509887695, 0.532589852809906, 0.5285334587097168, 0.5333391427993774, 0.5174380540847778, 0.504029393196106, 0.5610535740852356, 0.5828372836112976, 0.6009909510612488, 0.5830254554748535, 0.291776180267334, 0.3131680488586426, 0.3381456732749939, 0.34928858280181885, 0.3697955310344696, 0.3614925444126129, 0.35206520557403564, 0.35553258657455444, 0.35330095887184143, 0.3528294265270233, 0.32233375310897827, 0.30856844782829285, 2343.761573343068, 1468.1751237850146, 4595.396439070554, 2507.701051918962, 0.08895527947809279, 0.11240738908413103]"
processed_ravdess\03-01-05-01-01-02-15.wav,5,"[-384.63232421875, 53.372196197509766, -5.5873122215271, 8.809267044067383, 6.132363796234131, -5.788820266723633, 4.556244373321533, 1.5485966205596924, -3.3873376846313477, 3.5036234855651855, -1.5083730220794678, 2.278226852416992, 2.0184051990509033, 191.4519500732422, 58.039371490478516, 26.572092056274414, 24.509519577026367, 16.505464553833008, 24.917316436767578, 11.585108757019043, 14.322274208068848, 14.403239250183105, 10.903963088989258, 14.059045791625977, 7.478944301605225, 7.844350814819336, 0.5494533181190491, 0.588109016418457, 0.6425411105155945, 0.6927530765533447, 0.7047670483589172, 0.7468472123146057, 0.6577925682067871, 0.6543900966644287, 0.6700776219367981, 0.6009072065353394, 0.5911083817481995, 0.549457311630249, 0.3206087052822113, 0.3338810205459595, 0.34238401055336, 0.35438308119773865, 0.3473619222640991, 0.3447440266609192, 0.38036394119262695, 0.3917221426963806, 0.36628833413124084, 0.33279332518577576, 0.32650259137153625, 0.2986806631088257, 1453.5977663156489, 1059.5025317002933, 2505.0983135516826, 2380.3865945379926, 0.043478941306089744, 0.05988663847437482]"
