filepath,emotion,features
processed_emodb\08b02Ff.wav,F,"[-244.3117218017578, 100.06533813476562, -31.429492950439453, 27.499134063720703, -19.85476303100586, 8.193671226501465, -14.679551124572754, 2.687983989715576, -16.48614501953125, -2.9180166721343994, -2.216153144836426, -8.241682052612305, 4.96626091003418, 85.25482177734375, 47.28457260131836, 41.957523345947266, 27.497882843017578, 24.41053009033203, 18.670804977416992, 18.92047119140625, 14.411186218261719, 14.846457481384277, 14.352256774902344, 13.456192970275879, 10.530902862548828, 11.187339782714844, 0.2454572170972824, 0.26849105954170227, 0.3240697979927063, 0.33627307415008545, 0.3161567747592926, 0.3068789839744568, 0.31353560090065, 0.3934480845928192, 0.40058213472366333, 0.3889429271221161, 0.38718780875205994, 0.29423949122428894, 0.3089520335197449, 0.33110812306404114, 0.35440951585769653, 0.3652190566062927, 0.3655005395412445, 0.35046178102493286, 0.3358820378780365, 0.3575113117694855, 0.35355955362319946, 0.3661039173603058, 0.3865381181240082, 0.339587539434433, 1494.1728387070752, 882.4286499474156, 3005.3173828125, 1796.9465175510666, 0.03436279296875, 0.025288307221873366]"
processed_emodb\12b10Ac.wav,A,"[-221.56114196777344, 117.39350128173828, -39.6212272644043, 64.06973266601562, -15.673293113708496, 5.6573262214660645, -16.782873153686523, 9.828662872314453, -19.87779998779297, -3.9663896560668945, 1.3235549926757812, -10.302081108093262, 3.3996622562408447, 96.44560241699219, 43.97446060180664, 37.046695709228516, 34.019161224365234, 26.754037857055664, 26.01862335205078, 14.546936988830566, 13.492541313171387, 17.581218719482422, 14.215235710144043, 12.131322860717773, 13.141079902648926, 7.211702823638916, 0.27753105759620667, 0.3227483034133911, 0.3502693772315979, 0.44855841994285583, 0.507933497428894, 0.5282450318336487, 0.57963627576828, 0.5182852149009705, 0.4331565201282501, 0.33399632573127747, 0.2359723001718521, 0.22991329431533813, 0.3114052414894104, 0.35576021671295166, 0.3478999733924866, 0.3576401472091675, 0.35090526938438416, 0.3434182107448578, 0.35250332951545715, 0.32412174344062805, 0.3292401432991028, 0.32971733808517456, 0.2734847068786621, 0.27904289960861206, 1694.467599032267, 903.4599908788863, 3326.1457963423295, 1297.846310136303, 0.06531316583806818, 0.0645787297510019]"
processed_emodb\13a02Nc.wav,N,"[-213.36305236816406, 117.89240264892578, -22.180906295776367, 55.42723083496094, -16.058547973632812, 22.372547149658203, -11.8056640625, 1.672769546508789, -13.033973693847656, -10.154709815979004, -2.7657623291015625, 3.243028402328491, -1.154669165611267, 102.42382049560547, 45.0196533203125, 36.63910675048828, 25.12744903564453, 34.126869201660156, 18.046571731567383, 24.106704711914062, 13.283502578735352, 12.601645469665527, 13.468841552734375, 12.273152351379395, 8.10484504699707, 14.282698631286621, 0.407812237739563, 0.42531874775886536, 0.4623206853866577, 0.46884942054748535, 0.3963564336299896, 0.3404333293437958, 0.35705238580703735, 0.3601234257221222, 0.4128628075122833, 0.35181063413619995, 0.2673860788345337, 0.30568334460258484, 0.3768036663532257, 0.37717100977897644, 0.36219990253448486, 0.3708663284778595, 0.38895565271377563, 0.3489052355289459, 0.37679654359817505, 0.32974955439567566, 0.3669757544994354, 0.3278948664665222, 0.26562735438346863, 0.30849629640579224, 1548.1233215865632, 1020.4576294190695, 3093.3396283318016, 1776.678533943578, 0.05058737362132353, 0.07486072303818234]"
processed_emodb\13a01Fd.wav,F,"[-254.304931640625, 85.43482971191406, -50.931396484375, 22.549699783325195, -22.320438385009766, 12.294990539550781, -23.44290542602539, 5.803301811218262, -18.307918548583984, -4.650293350219727, 5.084250450134277, -4.741085052490234, 2.7806594371795654, 111.09526824951172, 43.06159210205078, 52.11760330200195, 31.487957000732422, 30.585464477539062, 20.31265640258789, 20.008136749267578, 14.984824180603027, 15.642499923706055, 13.588765144348145, 13.94370174407959, 12.379855155944824, 10.488768577575684, 0.2667522132396698, 0.26053398847579956, 0.2684759497642517, 0.3724721074104309, 0.4421696066856384, 0.43151935935020447, 0.44360658526420593, 0.446524977684021, 0.4412294328212738, 0.3488137125968933, 0.2573665976524353, 0.20927897095680237, 0.356902539730072, 0.34855151176452637, 0.33445480465888977, 0.37695789337158203, 0.3883090913295746, 0.3861405551433563, 0.37847498059272766, 0.35856401920318604, 0.3823220133781433, 0.34698817133903503, 0.3023204803466797, 0.2641407549381256, 1598.137099057327, 1097.214878358366, 2959.1085294397867, 1590.2560125389953, 0.06080292492378049, 0.08375092690970916]"
processed_emodb\10b03La.wav,L,"[-197.28662109375, 148.80902099609375, -18.540069580078125, 43.89738845825195, -8.989463806152344, 10.538207054138184, 2.4650275707244873, -4.747531890869141, -21.763450622558594, 2.3080620765686035, -1.3109949827194214, -0.1445757895708084, 13.188331604003906, 75.95590209960938, 45.32931137084961, 24.93479347229004, 24.384136199951172, 24.96115493774414, 20.68408203125, 14.536225318908691, 13.723408699035645, 13.319019317626953, 11.23826789855957, 11.870198249816895, 11.37338638305664, 9.087884902954102, 0.3924483358860016, 0.42655760049819946, 0.3798863887786865, 0.41129621863365173, 0.42340990900993347, 0.4250585436820984, 0.4006190299987793, 0.4114915430545807, 0.490918904542923, 0.46982625126838684, 0.41184309124946594, 0.34974175691604614, 0.29851335287094116, 0.330339640378952, 0.3012027144432068, 0.35529837012290955, 0.321219265460968, 0.33938074111938477, 0.298446387052536, 0.3102467954158783, 0.32473301887512207, 0.2844023108482361, 0.2895224094390869, 0.25823667645454407, 1241.9735671828596, 658.7689072331372, 2472.2074751420455, 1471.7825228728354, 0.03983487215909091, 0.03247886560651614]"
processed_emodb\13a01Nb.wav,N,"[-191.67848205566406, 116.36813354492188, -18.17522430419922, 45.24216079711914, -21.19181251525879, 20.516376495361328, -8.036872863769531, -3.261944055557251, -10.265716552734375, -2.9993081092834473, 3.000516891479492, 1.0465331077575684, -1.0485613346099854, 96.02848052978516, 52.97312545776367, 30.43848991394043, 28.037918090820312, 27.1541690826416, 18.771381378173828, 18.485301971435547, 11.328414916992188, 14.24937915802002, 14.872114181518555, 8.787449836730957, 10.867413520812988, 13.705463409423828, 0.27247074246406555, 0.3203045129776001, 0.3652857542037964, 0.36487048864364624, 0.3401556611061096, 0.3235790729522705, 0.3755481541156769, 0.4733164310455322, 0.4874981939792633, 0.5541402697563171, 0.44003280997276306, 0.29857775568962097, 0.31371650099754333, 0.3409656584262848, 0.3588433563709259, 0.36140865087509155, 0.36254146695137024, 0.35146763920783997, 0.34379473328590393, 0.3790574371814728, 0.3222426772117615, 0.34782543778419495, 0.3485276401042938, 0.29053598642349243, 1463.1153203663966, 975.2632156526442, 2885.2860884232955, 1634.0160628429055, 0.05223129734848485, 0.07713972631496968]"
processed_emodb\14a04Wb.wav,W,"[-224.41966247558594, 94.69241333007812, -62.265708923339844, 43.2338752746582, -42.993797302246094, 14.581544876098633, -20.846508026123047, -3.9149739742279053, -7.768146991729736, -18.902137756347656, -0.9001266360282898, -12.9291410446167, -10.2835111618042, 109.74955749511719, 29.96442413330078, 58.01039505004883, 27.230133056640625, 35.84540557861328, 17.612869262695312, 19.849424362182617, 13.341771125793457, 11.484830856323242, 15.537342071533203, 13.251642227172852, 9.579267501831055, 9.999259948730469, 0.3236508071422577, 0.3481745421886444, 0.3546731173992157, 0.40562254190444946, 0.49239349365234375, 0.5368053317070007, 0.393352746963501, 0.26023179292678833, 0.26895833015441895, 0.27042749524116516, 0.32718682289123535, 0.37025517225265503, 0.30687350034713745, 0.342944860458374, 0.3349871039390564, 0.3154742121696472, 0.34557297825813293, 0.368362694978714, 0.3232000768184662, 0.27678829431533813, 0.32319629192352295, 0.31427982449531555, 0.3361850082874298, 0.34934109449386597, 1944.804618133648, 768.3065375890036, 3953.6396484375, 1464.6845018242618, 0.07188151041666667, 0.04045580669649797]"
processed_emodb\13a05Wc.wav,W,"[-247.28799438476562, 75.2093734741211, -49.65803527832031, 16.16767692565918, -26.398845672607422, 3.2477903366088867, -13.845279693603516, 2.995861291885376, -13.73637866973877, -6.122127056121826, -4.638768672943115, -3.3284401893615723, 3.278130054473877, 82.35205078125, 48.820159912109375, 42.09798812866211, 32.12351608276367, 33.90827941894531, 21.867589950561523, 18.72549819946289, 16.030052185058594, 11.675132751464844, 11.111837387084961, 12.762554168701172, 12.090624809265137, 14.471521377563477, 0.36021074652671814, 0.3403933048248291, 0.37317395210266113, 0.3982393741607666, 0.4186452031135559, 0.5021604895591736, 0.5269290208816528, 0.4592061936855316, 0.43179526925086975, 0.37298980355262756, 0.34397032856941223, 0.33175671100616455, 0.32569950819015503, 0.3163549602031708, 0.3488171398639679, 0.36120277643203735, 0.3618038296699524, 0.37713107466697693, 0.3866276741027832, 0.36289724707603455, 0.3749428987503052, 0.3497377932071686, 0.3162051737308502, 0.31162989139556885, 1444.7934555110864, 839.2624414661905, 2834.1235017123286, 1563.986447521283, 0.023962569563356163, 0.027316687978099833]"
processed_emodb\08b03Tc.wav,T,"[-287.0361328125, 104.6746826171875, 13.046915054321289, 38.97568130493164, 1.8052616119384766, 29.609697341918945, 0.8874224424362183, 11.825945854187012, 3.412123203277588, 2.0014772415161133, 7.849878311157227, 0.22104552388191223, 3.920285224914551, 123.189453125, 45.60239028930664, 29.709299087524414, 25.174938201904297, 24.222211837768555, 15.698188781738281, 18.51958465576172, 10.014010429382324, 11.33187484741211, 14.433268547058105, 9.016722679138184, 10.543514251708984, 9.75246810913086, 0.533137857913971, 0.6249625086784363, 0.7284067869186401, 0.7630946636199951, 0.6986128091812134, 0.6426749229431152, 0.5949646830558777, 0.546755313873291, 0.5240579843521118, 0.5051873922348022, 0.4867194890975952, 0.47225672006607056, 0.3035021424293518, 0.29585298895835876, 0.28792861104011536, 0.30856016278266907, 0.35579049587249756, 0.3972221314907074, 0.4184391498565674, 0.4096949100494385, 0.3934106230735779, 0.36038318276405334, 0.3340325355529785, 0.30561354756355286, 823.5263865781576, 874.001237419701, 1417.5190770348838, 1773.8639105151053, 0.012601946059431525, 0.0255567707119081]"
processed_emodb\16b10Lb.wav,L,"[-225.1494903564453, 92.22097778320312, -26.921710968017578, 67.77609252929688, -11.966249465942383, 10.69041633605957, -14.655853271484375, -1.281887173652649, -3.266458511352539, -1.615304946899414, 3.0667734146118164, -5.267063617706299, -0.7082006931304932, 94.80062103271484, 32.960147857666016, 41.036964416503906, 27.229429244995117, 21.672964096069336, 18.730398178100586, 22.69167709350586, 16.033517837524414, 11.701589584350586, 12.49145221710205, 8.289545059204102, 8.678064346313477, 10.398873329162598, 0.29815617203712463, 0.40324410796165466, 0.5144249200820923, 0.5547638535499573, 0.4123757481575012, 0.30835404992103577, 0.3303241729736328, 0.3850743770599365, 0.3581993579864502, 0.33540329337120056, 0.30211102962493896, 0.3151592016220093, 0.30173778533935547, 0.359506219625473, 0.35642123222351074, 0.3809569776058197, 0.36359497904777527, 0.33902090787887573, 0.3575579822063446, 0.3790983259677887, 0.37169477343559265, 0.3404734432697296, 0.30940619111061096, 0.32290133833885193, 1437.7861291462266, 776.2263410141898, 3183.228849884648, 1676.1093588952185, 0.022716547818791948, 0.02191505633450824]"
processed_emodb\15b02Aa.wav,A,"[-201.980224609375, 102.03040313720703, -33.38481903076172, 53.79898452758789, -25.58100700378418, 25.78402328491211, -11.073785781860352, 8.097623825073242, -17.50628662109375, -3.0897011756896973, -1.830732822418213, -6.336440086364746, 6.951168060302734, 115.79031372070312, 49.43848419189453, 40.177162170410156, 27.488088607788086, 29.019163131713867, 24.648029327392578, 21.63888168334961, 13.613357543945312, 16.28250503540039, 11.955904006958008, 15.432588577270508, 11.861387252807617, 8.394170761108398, 0.31464436650276184, 0.34303969144821167, 0.37056368589401245, 0.41306638717651367, 0.46875959634780884, 0.4366229474544525, 0.45274922251701355, 0.4516143202781677, 0.44356852769851685, 0.38134151697158813, 0.3695393204689026, 0.3338581621646881, 0.3122648298740387, 0.343328058719635, 0.3450159430503845, 0.3419323265552521, 0.3626454174518585, 0.3395825922489166, 0.3643021583557129, 0.3416074514389038, 0.3589482307434082, 0.3264631927013397, 0.3257793188095093, 0.31404656171798706, 1935.126960528014, 1122.2267902572062, 3630.1952362060547, 1792.3795291360923, 0.06990814208984375, 0.05126190526195525]"
processed_emodb\14a05Lb.wav,L,"[-283.1146240234375, 124.610595703125, -0.9660857319831848, 47.70294952392578, -15.030970573425293, 18.417417526245117, -4.6401286125183105, -8.231030464172363, -3.698030948638916, -4.349686622619629, 3.688965320587158, -2.723602771759033, 1.7191141843795776, 84.39759826660156, 55.74729919433594, 37.949546813964844, 28.61247444152832, 30.09145736694336, 22.213104248046875, 16.2324161529541, 16.64189910888672, 10.013090133666992, 11.866120338439941, 11.00054931640625, 8.803808212280273, 12.25759506225586, 0.43902939558029175, 0.42065486311912537, 0.4697173237800598, 0.4636288285255432, 0.46018102765083313, 0.395804226398468, 0.36159154772758484, 0.3544153571128845, 0.3972836136817932, 0.42906418442726135, 0.45916837453842163, 0.5046094059944153, 0.35370883345603943, 0.34600865840911865, 0.36786195635795593, 0.33765459060668945, 0.3661443889141083, 0.35304197669029236, 0.36239951848983765, 0.34382933378219604, 0.33961859345436096, 0.3394758999347687, 0.3353099822998047, 0.3721153438091278, 1189.2522572299767, 1014.513315159352, 2302.140245939556, 1849.5627293374719, 0.02737266138980263, 0.037900702638632384]"
processed_emodb\16a02Tc.wav,T,"[-187.9395294189453, 84.3385238647461, -28.86701202392578, 58.15037155151367, -7.916937351226807, 28.63431167602539, -10.085637092590332, 0.8082067966461182, -2.4767348766326904, 3.2953007221221924, 7.50283145904541, 2.7999043464660645, -0.40653330087661743, 73.23316192626953, 35.38036346435547, 25.854154586791992, 24.17922019958496, 24.004812240600586, 18.572364807128906, 18.638763427734375, 12.449544906616211, 11.266809463500977, 11.3377103805542, 11.158689498901367, 7.083591938018799, 9.80264949798584, 0.25462862849235535, 0.2962811589241028, 0.36569732427597046, 0.41030776500701904, 0.388182669878006, 0.44822192192077637, 0.6688970327377319, 0.708487331867218, 0.5497389435768127, 0.3889480531215668, 0.2940593659877777, 0.24147087335586548, 0.280745267868042, 0.3188217282295227, 0.3667982518672943, 0.3919941484928131, 0.35859644412994385, 0.34328702092170715, 0.3652764558792114, 0.2871593236923218, 0.32482436299324036, 0.338882714509964, 0.3013000190258026, 0.279447466135025, 1671.8354972339619, 1151.3135221811865, 3467.4123663651317, 1791.6713126705001, 0.03280222039473684, 0.05319824738614797]"
processed_emodb\10b09Lb.wav,L,"[-214.2177734375, 145.96359252929688, -14.997878074645996, 56.665016174316406, 8.650527954101562, 13.246598243713379, -3.855074882507324, -10.182144165039062, -13.766554832458496, -0.4307311773300171, -1.4249826669692993, 4.935213088989258, 12.489946365356445, 94.50668334960938, 46.90319061279297, 28.58902359008789, 22.213443756103516, 27.127559661865234, 22.161212921142578, 14.706252098083496, 13.048294067382812, 16.63863754272461, 10.83729076385498, 14.791362762451172, 14.343719482421875, 7.69158411026001, 0.31054800748825073, 0.28230422735214233, 0.35230913758277893, 0.4009948968887329, 0.4363727867603302, 0.4623298645019531, 0.4861491322517395, 0.5403938293457031, 0.5087698698043823, 0.39658570289611816, 0.3550778925418854, 0.34926146268844604, 0.27675265073776245, 0.26992738246917725, 0.31231412291526794, 0.3410625159740448, 0.35977184772491455, 0.34073272347450256, 0.31712400913238525, 0.3196968138217926, 0.33254027366638184, 0.32563266158103943, 0.32435107231140137, 0.2634200155735016, 1099.1514927846338, 737.1226448720282, 2285.042953491211, 1503.798409657113, 0.028064727783203125, 0.026335942500335906]"
processed_emodb\03a01Nc.wav,N,"[-256.4019775390625, 146.27232360839844, -28.022815704345703, 46.12865447998047, -3.7328250408172607, 16.07900047302246, -8.609336853027344, -3.965578317642212, -12.191924095153809, 2.45154070854187, 9.285246849060059, -2.4014623165130615, 7.848224639892578, 122.34346008300781, 61.50908660888672, 38.83403015136719, 31.376623153686523, 22.416847229003906, 14.473494529724121, 17.37164878845215, 17.11110496520996, 14.968475341796875, 15.547844886779785, 13.823389053344727, 11.384955406188965, 10.217206954956055, 0.4808201491832733, 0.46762919425964355, 0.49440982937812805, 0.581139862537384, 0.5424509048461914, 0.5536423325538635, 0.5324075222015381, 0.48210906982421875, 0.4411238133907318, 0.41926348209381104, 0.3502695560455322, 0.36197754740715027, 0.3371834456920624, 0.3187620937824249, 0.32819509506225586, 0.3193325400352478, 0.3143538534641266, 0.3650265336036682, 0.3655766546726227, 0.33645397424697876, 0.3366810977458954, 0.31149423122406006, 0.30269622802734375, 0.28830844163894653, 1193.484777492803, 829.6387329458504, 2280.05859375, 1446.989560207901, 0.03826032366071429, 0.05744526619825512]"
processed_emodb\03a04Ad.wav,A,"[-199.7780303955078, 97.73440551757812, -43.88792037963867, 46.89567947387695, -31.215656280517578, 30.257997512817383, -24.826271057128906, 7.733030319213867, -13.1348237991333, -6.890410900115967, 0.6643951535224915, -9.058812141418457, 0.568398654460907, 97.02664184570312, 41.521507263183594, 34.15266799926758, 31.60540199279785, 26.08248519897461, 14.81226921081543, 20.77829360961914, 12.73498249053955, 11.49634838104248, 12.652365684509277, 12.808632850646973, 9.946662902832031, 7.881875514984131, 0.40323078632354736, 0.3438703119754791, 0.3098548948764801, 0.3072141110897064, 0.3776596188545227, 0.41452276706695557, 0.406867116689682, 0.3951165974140167, 0.3939649164676666, 0.4870838522911072, 0.5226666927337646, 0.4669676721096039, 0.32751983404159546, 0.33638080954551697, 0.33083251118659973, 0.3402196168899536, 0.37911930680274963, 0.3600709140300751, 0.3496367633342743, 0.33802154660224915, 0.32429999113082886, 0.34337466955184937, 0.341356486082077, 0.34916651248931885, 1937.253327255871, 1022.2310639555377, 3886.411884014423, 1682.3248917768226, 0.054537259615384616, 0.04444790746087265]"
processed_emodb\16b03Ta.wav,T,"[-249.63528442382812, 92.45667266845703, -13.12064266204834, 53.90298843383789, -4.487797737121582, 30.418445587158203, 1.066449522972107, 1.678936243057251, -4.096463203430176, 3.1744229793548584, 8.820615768432617, -4.720570087432861, -0.2078450471162796, 111.03854370117188, 43.02018737792969, 30.96894645690918, 29.12167739868164, 22.64986228942871, 16.85947608947754, 17.042064666748047, 12.276407241821289, 15.344218254089355, 13.91917896270752, 9.426885604858398, 10.54414176940918, 11.599078178405762, 0.28876757621765137, 0.3162277340888977, 0.38418200612068176, 0.4896831214427948, 0.5880901217460632, 0.6230758428573608, 0.6239404082298279, 0.5597429275512695, 0.4595470726490021, 0.3713831901550293, 0.3209880590438843, 0.29524752497673035, 0.3371012806892395, 0.35511064529418945, 0.37758389115333557, 0.4015263617038727, 0.38756704330444336, 0.3573736846446991, 0.360268235206604, 0.39628520607948303, 0.4049018621444702, 0.38311755657196045, 0.3548451364040375, 0.3303695023059845, 1338.0742529439817, 1012.1162059848406, 2669.0739121547963, 1876.3346968639005, 0.032245488129844964, 0.046898588139195334]"
processed_emodb\14b09Fc.wav,F,"[-269.86126708984375, 90.46231079101562, -40.82927703857422, 47.243778228759766, -16.374277114868164, 6.286926746368408, -16.821014404296875, -7.6897358894348145, -9.301810264587402, -15.505730628967285, 2.422539710998535, -4.737969398498535, -2.763664960861206, 103.72148132324219, 28.083694458007812, 49.61869430541992, 28.395118713378906, 29.425304412841797, 17.58940315246582, 18.46287727355957, 16.51572036743164, 11.092286109924316, 16.70091438293457, 9.237619400024414, 11.507755279541016, 12.110424995422363, 0.3995843827724457, 0.39231351017951965, 0.2720898985862732, 0.2627452313899994, 0.3119741380214691, 0.3880367577075958, 0.36982619762420654, 0.38533085584640503, 0.4279419183731079, 0.45543310046195984, 0.46983373165130615, 0.43169644474983215, 0.3186132311820984, 0.35787490010261536, 0.28410348296165466, 0.30390217900276184, 0.34020674228668213, 0.3517339825630188, 0.3242757320404053, 0.3396547734737396, 0.35738250613212585, 0.3482443690299988, 0.35583755373954773, 0.3538745641708374, 1689.4596075566558, 789.1485183818346, 3448.4733371559632, 1602.3801680153272, 0.044281285837155966, 0.0301796312695454]"
processed_emodb\14a02Ea.wav,E,"[-250.99807739257812, 105.12004852294922, -29.51432991027832, 51.444332122802734, -14.4146089553833, 30.495983123779297, -18.398906707763672, 0.16446799039840698, -16.179502487182617, -5.127452373504639, 10.050348281860352, -2.1335606575012207, 10.725337028503418, 104.36620330810547, 39.14741897583008, 37.964412689208984, 34.6170539855957, 29.489723205566406, 17.08272361755371, 22.904409408569336, 15.222029685974121, 14.060212135314941, 17.492883682250977, 12.05224323272705, 9.576889038085938, 7.965176105499268, 0.3364173173904419, 0.3351706564426422, 0.3702545166015625, 0.37982454895973206, 0.4046803414821625, 0.45446842908859253, 0.4976207911968231, 0.5499046444892883, 0.5844039916992188, 0.5010383129119873, 0.4747125506401062, 0.41019007563591003, 0.2978250980377197, 0.3130865693092346, 0.3492424786090851, 0.33739253878593445, 0.3514530658721924, 0.37356817722320557, 0.3734174370765686, 0.34758153557777405, 0.3466918170452118, 0.33202266693115234, 0.34300777316093445, 0.3165976405143738, 1505.6236819324622, 1003.2138509981796, 3114.2637510557433, 1917.1864813809073, 0.026952245213963964, 0.025222215141479074]"
processed_emodb\13a05Nb.wav,N,"[-294.5728759765625, 110.61952209472656, -5.65972900390625, 60.68426513671875, -13.038956642150879, 17.770648956298828, -7.805485248565674, -1.1927573680877686, -12.708123207092285, -3.936962127685547, -2.9927213191986084, 0.5112412571907043, 0.1266360580921173, 80.21271514892578, 53.07143783569336, 33.6532096862793, 30.043928146362305, 25.999061584472656, 18.667072296142578, 13.99919319152832, 13.842470169067383, 14.025174140930176, 11.644241333007812, 9.829980850219727, 9.90902042388916, 12.850935935974121, 0.26490578055381775, 0.28406161069869995, 0.2511448562145233, 0.2352657914161682, 0.25059735774993896, 0.3437485098838806, 0.5464989542961121, 0.6015845537185669, 0.5031523704528809, 0.4166223108768463, 0.32985031604766846, 0.29516708850860596, 0.3062044382095337, 0.3192056715488434, 0.2941683828830719, 0.3128598630428314, 0.32541707158088684, 0.33202630281448364, 0.37369176745414734, 0.35637423396110535, 0.3508509695529938, 0.36987924575805664, 0.33966222405433655, 0.33273130655288696, 1466.597345159106, 1063.231468098037, 2808.9907438858695, 1843.0206634720096, 0.052833446557971016, 0.06449554774610133]"
processed_emodb\11a07Ld.wav,L,"[-217.8057403564453, 121.2031478881836, 1.2422144412994385, 64.0763931274414, -3.769183397293091, 24.79033660888672, -17.77897071838379, 2.611050844192505, -3.548405885696411, -1.4274953603744507, 9.64477252960205, -1.4334489107131958, -2.855966329574585, 70.0606460571289, 57.90856170654297, 26.52930450439453, 25.60137367248535, 25.790555953979492, 20.73841094970703, 17.611373901367188, 13.960793495178223, 14.829385757446289, 11.966353416442871, 14.151952743530273, 10.665629386901855, 8.380653381347656, 0.40575292706489563, 0.4103153347969055, 0.4303284287452698, 0.40324774384498596, 0.33807310461997986, 0.3252433240413666, 0.393779456615448, 0.386893093585968, 0.35743626952171326, 0.2956294119358063, 0.3157156705856323, 0.43478986620903015, 0.3170449733734131, 0.34212037920951843, 0.3815726935863495, 0.3486383557319641, 0.34093499183654785, 0.3232412338256836, 0.3087857663631439, 0.3377421796321869, 0.3538866341114044, 0.2983923554420471, 0.29369303584098816, 0.39364761114120483, 1284.766678650324, 1136.9729947910685, 2461.686823918269, 2170.221030451765, 0.018053886217948716, 0.022306762302664148]"
processed_emodb\14b03Wb.wav,W,"[-268.19085693359375, 84.52519226074219, -44.180973052978516, 36.68149948120117, -37.370052337646484, 14.85710334777832, -8.913534164428711, -5.81339168548584, -8.150851249694824, -10.83697509765625, -0.8140383958816528, -10.558084487915039, -0.08668967336416245, 104.3774185180664, 34.98027801513672, 53.917686462402344, 27.28156089782715, 35.11860656738281, 23.64018440246582, 16.928922653198242, 18.711706161499023, 11.849711418151855, 13.468708992004395, 11.632855415344238, 10.089873313903809, 11.487813949584961, 0.322434663772583, 0.3582523763179779, 0.3977866470813751, 0.4393334686756134, 0.4033145010471344, 0.3746532201766968, 0.3691304326057434, 0.3281354010105133, 0.31612539291381836, 0.3051072955131531, 0.3413063585758209, 0.3673848509788513, 0.32216736674308777, 0.3462245464324951, 0.35225412249565125, 0.3480745255947113, 0.3538787066936493, 0.35780051350593567, 0.35677361488342285, 0.32490965723991394, 0.3256891965866089, 0.350737988948822, 0.34593379497528076, 0.3515760898590088, 1878.0996833520423, 791.7913401182446, 3885.7818603515625, 1586.0289453788034, 0.06514195033482142, 0.045859751076087904]"
processed_emodb\12b02Wa.wav,W,"[-233.7800750732422, 103.81114196777344, -41.43274688720703, 39.03873825073242, -33.995365142822266, 0.09567514806985855, -8.54553508758545, 5.192538261413574, -23.216907501220703, -1.655495524406433, 2.8291521072387695, -7.441519260406494, 9.714319229125977, 97.30366516113281, 47.09758758544922, 50.23127365112305, 38.61784362792969, 27.53474998474121, 25.47197151184082, 16.184213638305664, 13.391180992126465, 17.88606834411621, 10.794567108154297, 16.922513961791992, 14.022669792175293, 9.312610626220703, 0.3995768129825592, 0.35740819573402405, 0.3077291250228882, 0.3890068829059601, 0.4245167672634125, 0.4032236337661743, 0.39827653765678406, 0.35806798934936523, 0.37590664625167847, 0.399373322725296, 0.43532148003578186, 0.4620755612850189, 0.3074469566345215, 0.33877089619636536, 0.31343892216682434, 0.3598017990589142, 0.3536081314086914, 0.3169808089733124, 0.3152686357498169, 0.3104549050331116, 0.31934216618537903, 0.33036601543426514, 0.3412152826786041, 0.32976511120796204, 1668.5243834194976, 785.8146266877011, 3166.81640625, 1408.7773012542673, 0.05457356770833333, 0.03595801242583507]"
processed_emodb\16a02Ec.wav,E,"[-232.45274353027344, 98.19335174560547, -51.32607650756836, 44.52976989746094, -7.709298133850098, 21.740034103393555, -25.80903434753418, 1.9618077278137207, -22.19889259338379, -6.368182182312012, -1.4287928342819214, -5.529211521148682, -3.384317398071289, 121.34847259521484, 49.67198181152344, 38.786376953125, 31.221920013427734, 27.54560089111328, 20.476530075073242, 23.62703514099121, 16.334861755371094, 16.87963104248047, 13.25320816040039, 11.216397285461426, 10.471330642700195, 11.002742767333984, 0.2580482065677643, 0.3269924223423004, 0.34134194254875183, 0.3701261579990387, 0.38021120429039, 0.3503679633140564, 0.3356318175792694, 0.4286957383155823, 0.466139018535614, 0.4351274073123932, 0.3776552975177765, 0.29580050706863403, 0.2298123985528946, 0.29648587107658386, 0.29948681592941284, 0.3319634199142456, 0.31328079104423523, 0.3213192820549011, 0.3344002962112427, 0.3884631395339966, 0.381133496761322, 0.3278868496417999, 0.3026667833328247, 0.28789055347442627, 2042.3694474447086, 1075.9490008523567, 3707.000732421875, 1670.4274654857588, 0.10149468315972222, 0.11167382017975212]"
processed_emodb\12a05Wb.wav,W,"[-217.8009033203125, 98.30001068115234, -62.26216506958008, 49.49049758911133, -33.04645919799805, -0.3246491253376007, -10.983954429626465, 9.891983032226562, -26.787118911743164, 5.239927768707275, 0.13861800730228424, -13.985705375671387, 10.929655075073242, 109.74007415771484, 49.63264846801758, 50.35356521606445, 32.83665084838867, 39.45717239379883, 26.468320846557617, 18.045259475708008, 14.17392349243164, 18.037307739257812, 12.981335639953613, 13.110237121582031, 13.854945182800293, 11.654998779296875, 0.4813767373561859, 0.4261009693145752, 0.40328142046928406, 0.4176611602306366, 0.42187681794166565, 0.44634509086608887, 0.49465543031692505, 0.5075864791870117, 0.5374876856803894, 0.4956684708595276, 0.5251359343528748, 0.5046973824501038, 0.3135075271129608, 0.3302938640117645, 0.34129616618156433, 0.34886670112609863, 0.348226398229599, 0.3302210867404938, 0.33835944533348083, 0.3264051377773285, 0.3420715928077698, 0.3064327836036682, 0.30088961124420166, 0.3100891709327698, 1758.0896315771001, 887.306074964547, 3341.282886227235, 1528.9010497480806, 0.05068424048013245, 0.038000690118687765]"
